TowID,SurveyType,SurveyYear,StratumID,TowCode,HaulDate,AvgDepth(Fa),StartLatitude_DD,StartLongitude_DD,EndLatitude_DD,EndLongitude_DD,Ratfish_BiomassDensity(kg/ha),Ratfish_IndDensity(ind/ha),,
1250,PRE-INDEX,2005,T,05WIXT8,4/18/2005,36,48.19505,-122.57597,48.20195,-122.57325,1.73,4.51,,
1249,PRE-INDEX,2005,T,05WIXT7,4/21/2005,30,48.10595,-122.55052,48.10910,-122.54978,0.00,0.00,,
1248,PRE-INDEX,2005,T,05WIXT6,4/26/2005,32,48.14840,-122.44245,48.15400,-122.44590,30.27,46.70,,
1247,PRE-INDEX,2005,T,05WIXT5,4/21/2005,22,48.02658,-122.53152,48.03218,-122.52975,90.96,131.63,,
1246,PRE-INDEX,2005,T,05WIXT4,4/21/2005,22,48.03548,-122.52843,48.04162,-122.52628,8.57,21.17,,
1245,PRE-INDEX,2005,T,05WIXT3,4/18/2005,32,48.21103,-122.57722,48.21655,-122.57322,0.47,1.11,,
1244,PRE-INDEX,2005,T,05WIXT2,4/18/2005,31,48.20267,-122.58187,48.20797,-122.58630,0.54,1.20,,
1243,PRE-INDEX,2005,T,05WIXT1,4/18/2005,26,48.08980,-122.42172,48.08457,-122.41712,0.00,0.00,,
1242,PRE-INDEX,2005,S,05WIXS12,4/20/2005,16,48.24547,-122.62175,48.25013,-122.61587,0.00,0.00,,
1241,PRE-INDEX,2005,S,05WIXS11,4/20/2005,14,48.26593,-122.57508,48.26423,-122.56597,0.00,0.00,,
1240,PRE-INDEX,2005,S,05WIXS10,4/19/2005,13,48.40345,-122.57562,48.40785,-122.58140,0.00,0.00,,
1239,PRE-INDEX,2005,S,05WIXS9,4/19/2005,8,48.30342,-122.49693,48.29748,-122.49748,0.00,0.00,,
1238,PRE-INDEX,2005,S,05WIXS8,4/19/2005,6,48.28687,-122.58057,48.28060,-122.58183,8.97,14.88,,
1237,PRE-INDEX,2005,S,05WIXS7,4/19/2005,9,48.28968,-122.49642,48.29497,-122.49170,0.00,0.00,,
1236,PRE-INDEX,2005,S,05WIXS6,4/20/2005,12,48.23115,-122.68927,48.23320,-122.67913,51.43,64.49,,
1235,PRE-INDEX,2005,S,05WIXS5,4/19/2005,16,48.25700,-122.59093,48.25757,-122.58020,0.00,0.00,,
1234,PRE-INDEX,2005,S,05WIXS4,4/26/2005,14,48.15152,-122.37930,48.15250,-122.38887,0.00,0.00,,
1233,PRE-INDEX,2005,S,05WIXS3,4/20/2005,16,48.21183,-122.60750,48.21605,-122.61512,0.00,0.00,,
1232,PRE-INDEX,2005,S,05WIXS2,4/26/2005,14,48.10658,-122.34888,48.10022,-122.34647,0.00,0.00,,
1231,PRE-INDEX,2005,S,05WIXS1,4/15/2005,16,48.00675,-122.36650,47.99962,-122.36620,2.61,3.28,,
1230,PRE-INDEX,2005,V,05SSXV8,5/23/2005,64,47.12970,-122.67660,47.13478,-122.67403,91.27,181.12,,
1229,PRE-INDEX,2005,V,05SSXV7,5/20/2005,90,47.20825,-122.62500,47.20162,-122.62187,53.23,107.58,,
1228,PRE-INDEX,2005,V,05SSXV6,5/24/2005,72,47.14627,-122.66615,47.15198,-122.66562,46.89,101.77,,
1227,PRE-INDEX,2005,V,05SSXV5,5/18/2005,85,47.17203,-122.65875,47.17760,-122.65805,30.13,62.30,,
1226,PRE-INDEX,2005,V,05SSXV4,5/20/2005,65,47.23775,-122.65117,47.23207,-122.64618,7.87,14.50,,
1225,PRE-INDEX,2005,V,05SSXV3,5/23/2005,63,47.19683,-122.59858,47.19222,-122.59763,380.46,303.12,,
1224,PRE-INDEX,2005,V,05SSXV2,5/20/2005,87,47.20938,-122.63392,47.20560,-122.62588,32.32,63.90,,
1223,PRE-INDEX,2005,V,05SSXV1,5/17/2005,80,47.22013,-122.62473,47.22348,-122.63222,12.76,24.50,,
1222,PRE-INDEX,2005,U,05SSXU7,5/23/2005,48,47.18567,-122.66545,47.18088,-122.66480,51.19,95.92,,
1221,PRE-INDEX,2005,U,05SSXU6,5/24/2005,52,47.12533,-122.68790,47.13030,-122.68498,1.48,3.81,,
1220,PRE-INDEX,2005,U,05SSXU5,5/20/2005,52,47.24613,-122.67440,47.24085,-122.67225,0.00,0.00,,
1219,PRE-INDEX,2005,U,05SSXU4,5/19/2005,44,47.25975,-122.71075,47.26420,-122.70513,0.52,1.15,,
1218,PRE-INDEX,2005,U,05SSXU3,5/23/2005,49,47.17747,-122.79383,47.18128,-122.79967,10.08,17.84,,
1217,PRE-INDEX,2005,U,05SSXU2,5/18/2005,47,47.14608,-122.67178,47.14397,-122.67265,18.08,35.17,,
1216,PRE-INDEX,2005,U,05SSXU1,5/17/2005,46,47.21560,-122.64503,47.22003,-122.65128,1.63,3.34,,
1215,PRE-INDEX,2005,T,05SSXT13,5/19/2005,31,47.17585,-122.77885,47.17012,-122.77718,0.00,0.00,,
1214,PRE-INDEX,2005,T,05SSXT12,5/18/2005,26,47.13145,-122.73297,47.13620,-122.73968,1.45,3.27,,
1213,PRE-INDEX,2005,T,05SSXT11,5/19/2005,30,47.18580,-122.73505,47.17992,-122.73767,5.19,9.16,,
1212,PRE-INDEX,2005,T,05SSXT10,5/18/2005,34,47.13053,-122.65633,47.12645,-122.66045,0.00,0.00,,
1211,PRE-INDEX,2005,T,05SSXT9,5/26/2005,23,47.28750,-122.83603,47.28348,-122.84148,1.92,3.18,,
1210,PRE-INDEX,2005,T,05SSXT8,5/20/2005,25,47.27220,-122.72385,47.27045,-122.71590,0.66,1.32,,
1209,PRE-INDEX,2005,T,05SSXT7,5/26/2005,22,47.28700,-122.84098,47.29178,-122.83893,0.00,0.00,,
1208,PRE-INDEX,2005,T,05SSXT6,5/18/2005,28,47.17805,-122.66958,47.18375,-122.67292,0.00,0.00,,
1207,PRE-INDEX,2005,T,05SSXT5,5/24/2005,32,47.12397,-122.67572,47.12098,-122.68127,0.00,0.00,,
1206,PRE-INDEX,2005,T,05SSXT4,5/25/2005,22,47.18652,-122.84168,47.19215,-122.83898,0.93,1.28,,
1205,PRE-INDEX,2005,T,05SSXT3,5/25/2005,24,47.22620,-122.83898,47.22045,-122.83835,0.87,1.30,,
1204,PRE-INDEX,2005,T,05SSXT2,5/25/2005,24,47.21805,-122.83552,47.22362,-122.83563,0.00,0.00,,
1203,PRE-INDEX,2005,T,05SSXT1,5/19/2005,27,47.19333,-122.72007,47.19753,-122.72697,1.49,2.65,,
1202,PRE-INDEX,2005,S,05SSXS14,5/26/2005,8,47.35187,-122.81740,47.34702,-122.81858,0.00,0.00,,
1201,PRE-INDEX,2005,S,05SSXS13,5/27/2005,14,47.31670,-122.81638,47.32098,-122.81080,0.00,0.00,,
1200,PRE-INDEX,2005,S,05SSXS12,5/25/2005,9,47.12958,-122.90722,47.12500,-122.90417,0.00,0.00,,
1199,PRE-INDEX,2005,S,05SSXS11,5/19/2005,16,47.20133,-122.73017,47.19783,-122.72322,0.00,0.00,,
1198,PRE-INDEX,2005,S,05SSXS10,5/27/2005,18,47.28857,-122.82135,47.29108,-122.81502,0.83,1.53,,
1197,PRE-INDEX,2005,S,05SSXS9,5/24/2005,6,47.11783,-122.75452,47.12242,-122.75692,0.00,0.00,,
1196,PRE-INDEX,2005,S,05SSXS8,5/25/2005,14,47.14730,-122.91595,47.14288,-122.91902,0.00,0.00,,
1195,PRE-INDEX,2005,S,05SSXS7,5/26/2005,14,47.30693,-122.81817,47.30283,-122.82075,0.00,0.00,,
1194,PRE-INDEX,2005,S,05SSXS6,5/27/2005,14,47.27647,-122.82893,47.27923,-122.82102,0.00,0.00,,
1193,PRE-INDEX,2005,S,05SSXS5,5/26/2005,14,47.22200,-122.84662,47.22737,-122.84985,0.00,0.00,,
1192,PRE-INDEX,2005,S,05SSXS4,5/27/2005,16,47.24503,-122.83403,47.25038,-122.83193,0.00,0.00,,
1191,PRE-INDEX,2005,S,05SSXS3,5/27/2005,18,47.28330,-122.82437,47.28538,-122.81717,0.00,0.00,,
1190,PRE-INDEX,2005,S,05SSXS2,5/26/2005,12,47.29430,-122.87878,47.29717,-122.87188,0.00,0.00,,
1189,PRE-INDEX,2005,S,05SSXS1,5/24/2005,17,47.12403,-122.72782,47.12762,-122.73420,0.00,0.00,,
1188,PRE-INDEX,2005,V,05HCXV8,6/6/2005,88,47.53073,-123.02353,47.52560,-123.02877,15.64,33.63,,
1187,PRE-INDEX,2005,V,05HCXV7,6/6/2005,85,47.46717,-123.07693,47.46292,-123.08177,0.49,1.18,,
1186,PRE-INDEX,2005,V,05HCXV6,6/7/2005,65,47.41750,-123.12242,47.41172,-123.12500,5.68,10.10,,
1185,PRE-INDEX,2005,V,05HCXV5,6/6/2005,90,47.62803,-122.93507,47.62213,-122.93818,8.42,11.54,,
1184,PRE-INDEX,2005,V,05HCXV4,6/8/2005,91,47.62538,-122.92980,47.63017,-122.92600,1.27,1.21,,
1183,PRE-INDEX,2005,V,05HCXV3,6/8/2005,85,47.47107,-123.07917,47.47695,-123.07845,0.00,0.00,,
1182,PRE-INDEX,2005,V,05HCXV2,6/8/2005,78,47.54817,-123.00117,47.54292,-123.00380,24.51,47.23,,
1181,PRE-INDEX,2005,V,05HCXV1,6/10/2005,89,47.63818,-122.88798,47.63448,-122.89425,9.70,15.26,,
1180,PRE-INDEX,2005,U,05HCXU15,6/9/2005,48,47.68192,-122.76770,47.67712,-122.76880,118.45,61.36,,
1179,PRE-INDEX,2005,U,05HCXU14,6/3/2005,44,47.84468,-122.64235,47.84973,-122.63848,994.23,2747.20,,
1178,PRE-INDEX,2005,U,05HCXU13,6/3/2005,53,47.73297,-122.76167,47.72727,-122.76588,198.51,580.13,,
1177,PRE-INDEX,2005,U,05HCXU12,6/10/2005,49,47.68137,-122.79913,47.68042,-122.80537,49.99,146.40,,
1176,PRE-INDEX,2005,U,05HCXU11,6/7/2005,46,47.38037,-123.12743,47.37582,-123.12272,75.78,155.06,,
1175,PRE-INDEX,2005,U,05HCXU10,6/10/2005,48,47.66792,-122.89353,47.66472,-122.89265,0.00,0.00,,
1174,PRE-INDEX,2005,U,05HCXU9,4/27/2005,54,47.91893,-122.62853,47.92357,-122.63292,250.44,344.21,,
1173,PRE-INDEX,2005,U,05HCXU8,4/27/2005,48,47.90715,-122.61287,47.91023,-122.61933,460.92,533.02,,
1172,PRE-INDEX,2005,U,05HCXU7,6/10/2005,56,47.71435,-122.86555,47.71122,-122.87205,10.82,20.88,,
1171,PRE-INDEX,2005,U,05HCXU6,6/6/2005,52,47.69562,-122.87505,47.70278,-122.87572,0.57,1.35,,
1170,PRE-INDEX,2005,U,05HCXU5,6/3/2005,44,47.71777,-122.77062,47.71188,-122.76998,101.23,460.44,,
1169,PRE-INDEX,2005,U,05HCXU4,6/9/2005,49,47.67062,-122.82312,47.66677,-122.81608,106.40,475.43,,
1168,PRE-INDEX,2005,U,05HCXU3,6/8/2005,52,47.59280,-122.98817,47.59670,-122.98498,8.05,11.60,,
1167,PRE-INDEX,2005,U,05HCXU2,4/28/2005,51,47.72823,-122.75968,47.72238,-122.76483,195.75,202.99,,
1166,PRE-INDEX,2005,U,05HCXU1,6/9/2005,47,47.70717,-122.77417,47.71357,-122.77662,167.72,510.25,,
1165,PRE-INDEX,2005,T,05HCXT9,6/10/2005,30,47.63642,-122.93455,47.63365,-122.93815,0.00,0.00,,
1164,PRE-INDEX,2005,T,05HCXT8,6/9/2005,36,47.68555,-122.75908,47.69013,-122.75440,14.06,54.75,,
1163,PRE-INDEX,2005,T,05HCXT7,4/28/2005,28,47.79638,-122.71547,47.79287,-122.72218,406.90,1174.11,,
1162,PRE-INDEX,2005,T,05HCXT6,4/28/2005,27,47.78932,-122.72207,47.78203,-122.72088,205.20,100.92,,
1161,PRE-INDEX,2005,T,05HCXT5,4/28/2005,34,47.81783,-122.68687,47.82330,-122.68077,249.22,238.50,,
1160,PRE-INDEX,2005,T,05HCXT4,6/7/2005,22,47.35422,-123.05853,47.35627,-123.06707,126.39,174.32,,
1159,PRE-INDEX,2005,T,05HCXT3,4/28/2005,36,47.82995,-122.66550,47.82568,-122.67045,225.28,290.34,,
1158,PRE-INDEX,2005,T,05HCXT2,6/3/2005,32,47.89382,-122.61258,47.89773,-122.61883,306.92,927.46,,
1157,PRE-INDEX,2005,T,05HCXT1,6/7/2005,26,47.36555,-123.08182,47.36715,-123.09092,7.61,14.37,,
1156,PRE-INDEX,2005,S,05HCXS8,6/9/2005,12,47.65130,-122.81510,47.65387,-122.80650,0.00,0.00,,
1155,PRE-INDEX,2005,S,05HCXS7,6/3/2005,15,47.89930,-122.59285,47.90582,-122.59627,45.19,110.57,,
1154,PRE-INDEX,2005,S,05HCXS6,6/6/2005,16,47.83492,-122.80960,47.82945,-122.80750,0.00,0.00,,
1153,PRE-INDEX,2005,S,05HCXS5,5/31/2005,8,47.92337,-122.67892,47.92980,-122.67735,79.10,150.28,,
1152,PRE-INDEX,2005,S,05HCXS4,6/8/2005,14,47.49342,-123.06655,47.48842,-123.07242,4.24,3.66,,
1151,PRE-INDEX,2005,S,05HCXS3,6/8/2005,16,47.61290,-122.92188,47.60703,-122.92122,0.00,0.00,,
1150,PRE-INDEX,2005,S,05HCXS2,6/7/2005,6,47.40607,-122.92877,47.40348,-122.93440,0.00,0.00,,
1149,PRE-INDEX,2005,S,05HCXS1,6/7/2005,13,47.38737,-122.95157,47.38812,-122.95900,0.00,0.00,,
1148,PRE-INDEX,2005,V,05CSXV15,4/13/2005,106,47.79472,-122.44800,47.78875,-122.44673,756.41,2018.12,,
1147,PRE-INDEX,2005,V,05CSXV13,4/13/2005,108,47.84775,-122.47463,47.84150,-122.46902,545.21,1671.83,,
1146,PRE-INDEX,2005,V,05CSXV11,6/16/2005,133,47.64708,-122.47545,47.65267,-122.48170,191.09,146.44,,
1145,PRE-INDEX,2005,V,05CSXV10,5/16/2005,100,47.36800,-122.35013,47.37328,-122.34272,264.15,112.79,,
1144,PRE-INDEX,2005,V,05CSXV8,4/14/2005,94,47.84570,-122.37217,47.84075,-122.37808,309.93,956.75,,
1143,PRE-INDEX,2005,V,05CSXV9,4/14/2005,94,47.83532,-122.43132,47.83323,-122.40605,552.14,1725.17,,
1142,PRE-INDEX,2005,V,05CSXV7,4/13/2005,106,47.78058,-122.45175,47.77527,-122.44672,918.78,463.92,,
1141,PRE-INDEX,2005,V,05CSXV6,6/17/2005,93,47.56007,-122.47930,47.56330,-122.47205,339.02,995.50,,
1140,PRE-INDEX,2005,V,05CSXV5,4/13/2005,109,47.85465,-122.47885,47.84895,-122.47535,1175.35,3195.59,,
1139,PRE-INDEX,2005,V,05CSXV4,5/16/2005,87,47.31703,-122.49245,47.31442,-122.50182,1070.37,294.28,,
1138,PRE-INDEX,2005,V,05CSXV3,6/1/2005,74,48.10065,-122.64267,48.10382,-122.64705,463.15,324.73,,
1137,PRE-INDEX,2005,V,05CSXV2,5/16/2005,96,47.35502,-122.40403,47.35018,-122.41267,225.90,216.09,,
1136,PRE-INDEX,2005,V,05CSXV1,4/12/2005,105,47.68555,-122.48632,47.69253,-122.48642,422.09,502.16,,
1135,PRE-INDEX,2005,U,05CSXU15,4/29/2005,44,47.95777,-122.64403,47.95158,-122.64133,529.52,528.90,,
1134,PRE-INDEX,2005,U,05CSXU14,6/17/2005,46,47.56217,-122.48945,47.56632,-122.48592,839.10,2552.15,,
1133,PRE-INDEX,2005,U,05CSXU13,6/2/2005,53,47.94627,-122.58642,47.94128,-122.58248,1122.05,149.26,,
1132,PRE-INDEX,2005,U,05CSXU12,5/17/2005,52,47.27925,-122.46233,47.28357,-122.46965,366.54,225.89,,
1131,PRE-INDEX,2005,U,05CSXU11,5/31/2005,46,48.00357,-122.65178,47.99782,-122.65307,519.92,426.03,,
1130,PRE-INDEX,2005,U,05CSXU10,4/27/2005,54,47.94382,-122.56997,47.94177,-122.56290,1013.06,329.78,,
1129,PRE-INDEX,2005,U,05CSXU9,6/2/2005,57,47.94300,-122.57242,47.94778,-122.57713,654.25,347.46,,
1128,PRE-INDEX,2005,U,05CSXU8,6/1/2005,54,47.99568,-122.62563,47.99065,-122.62123,461.85,289.77,,
1127,PRE-INDEX,2005,U,05CSXU7,6/17/2005,50,47.58860,-122.40893,47.59128,-122.40205,167.05,431.93,,
1126,PRE-INDEX,2005,U,05CSXU6,5/31/2005,52,48.04908,-122.61443,48.04467,-122.61795,797.76,351.85,,
1125,PRE-INDEX,2005,U,05CSXU5,6/2/2005,42,47.95410,-122.64853,47.95978,-122.65023,1457.31,345.74,,
1124,PRE-INDEX,2005,U,05CSXU3,5/31/2005,44,48.05508,-122.61013,48.05068,-122.60660,1048.30,454.50,,
1123,PRE-INDEX,2005,U,05CSXU2,5/31/2005,48,48.11188,-122.64178,48.10813,-122.63510,335.75,280.50,,
1122,PRE-INDEX,2005,T,05CSXT10,4/27/2005,26,47.89333,-122.39897,47.89258,-122.38875,29.04,84.20,,
1121,PRE-INDEX,2005,T,05CSXT9,4/12/2005,34,47.68550,-122.41720,47.69040,-122.41140,7.55,18.69,,
1120,PRE-INDEX,2005,T,05CSXT8,5/17/2005,33,47.30365,-122.55065,47.30588,-122.55375,76.73,155.01,,
1119,PRE-INDEX,2005,T,05CSXT7,6/2/2005,36,47.97300,-122.60863,47.97737,-122.61047,655.17,367.48,,
1118,PRE-INDEX,2005,T,05CSXT6,6/1/2005,26,48.14058,-122.68145,48.14168,-122.68440,42.46,80.46,,
1117,PRE-INDEX,2005,T,05CSXT5,6/16/2005,30,47.73220,-122.52633,47.72825,-122.51970,874.74,2758.76,,
1116,PRE-INDEX,2005,T,05CSXT4,5/17/2005,34,47.31847,-122.53072,47.31608,-122.52673,105.87,243.68,,
1115,PRE-INDEX,2005,T,05CSXT3,6/1/2005,38,47.98053,-122.61168,47.97658,-122.61103,571.93,606.67,,
1114,PRE-INDEX,2005,T,05CSXT2,6/17/2005,32,47.62247,-122.40082,47.62000,-122.39645,0.00,0.00,,
1113,PRE-INDEX,2005,T,05CSXT1,6/1/2005,27,48.13232,-122.70085,48.13375,-122.70150,0.00,0.00,,
1112,PRE-INDEX,2005,S,05CSXS10,4/12/2005,17,47.64920,-122.49623,47.65450,-122.49445,9.09,32.32,,
1111,PRE-INDEX,2005,S,05CSXS9,4/29/2005,16,47.99268,-122.68697,47.99630,-122.69553,4.81,9.76,,
1110,PRE-INDEX,2005,S,05CSXS8,6/16/2005,16,47.56650,-122.52527,47.56983,-122.52747,1.01,2.19,,
1109,PRE-INDEX,2005,S,05CSXS7,4/27/2005,9,47.96333,-122.47377,47.95792,-122.47500,217.73,257.79,,
1108,PRE-INDEX,2005,S,05CSXS6,4/29/2005,10,48.09775,-122.75655,48.09335,-122.75052,0.00,0.00,,
1107,PRE-INDEX,2005,S,05CSXS5,4/29/2005,14,48.05285,-122.76117,48.05940,-122.76103,0.00,0.00,,
1106,PRE-INDEX,2005,S,05CSXS4,6/2/2005,6,48.00327,-122.68608,48.00153,-122.68502,0.00,0.00,,
1105,PRE-INDEX,2005,S,05CSXS3,4/29/2005,8,48.09790,-122.77630,48.09447,-122.76958,0.00,0.00,,
1104,PRE-INDEX,2005,S,05CSXS2,6/16/2005,18,47.63420,-122.58773,47.63938,-122.59032,0.00,0.00,,
1103,PRE-INDEX,2005,S,05CSXS1,6/17/2005,12,47.60618,-122.49092,47.60307,-122.49070,72.93,118.56,,
1102,PRE-INDEX,2004,V,04SJXV17,6/9/2004,72,48.59570,-123.04883,48.60168,-123.05268,19.93,60.87,,
1101,PRE-INDEX,2004,V,04SJXV16,6/10/2004,68,48.70622,-123.12890,48.70487,-123.12300,36.70,83.88,,
1100,PRE-INDEX,2004,V,04SJXV15,6/10/2004,73,48.70600,-123.14488,48.70002,-123.14768,95.62,201.18,,
1099,PRE-INDEX,2004,V,04SJXV14,6/15/2004,135,48.54697,-123.18637,48.55875,-123.18742,49.80,95.21,,
1098,PRE-INDEX,2004,V,04SJXV13,6/11/2004,98,48.65233,-123.19100,48.65323,-123.18052,228.68,261.65,,
1097,PRE-INDEX,2004,V,04SJXV12,6/11/2004,76,48.64727,-123.18490,48.65175,-123.17837,103.42,288.44,,
1096,PRE-INDEX,2004,V,04SJXV10,6/9/2004,67,48.58133,-123.04483,48.58617,-123.05028,11.74,25.85,,
1095,PRE-INDEX,2004,V,04SJXV8,5/27/2004,74,48.72953,-123.11260,48.73517,-123.11118,36.94,110.04,,
1094,PRE-INDEX,2004,V,04SJXV7,6/15/2004,140,48.48838,-123.16513,48.49045,-123.16760,51.14,98.39,,
1093,PRE-INDEX,2004,V,04SJXV6,5/27/2004,90,48.72593,-122.96248,48.72045,-122.96453,43.62,87.97,,
1092,PRE-INDEX,2004,V,04SJXV5,5/27/2004,88,48.72150,-123.13697,48.72632,-123.13055,37.12,93.85,,
1091,PRE-INDEX,2004,V,04SJXV3,6/10/2004,190,48.68938,-123.25768,48.68487,-123.25500,130.70,73.28,,
1090,PRE-INDEX,2004,V,04SJXV2,5/27/2004,102,48.74245,-123.05793,48.74283,-123.04872,133.04,270.21,,
1089,PRE-INDEX,2004,V,04SJXV1,5/27/2004,94,48.71458,-122.96698,48.70907,-122.97038,114.07,140.48,,
1088,PRE-INDEX,2004,U,04SJXU7,5/28/2004,49,48.72317,-122.78082,48.72912,-122.78467,19.65,48.90,,
1087,PRE-INDEX,2004,U,04SJXU6,4/19/2004,55,48.39445,-122.68528,48.38897,-122.68720,73.38,69.20,,
1086,PRE-INDEX,2004,U,04SJXU5,6/8/2004,44,48.41845,-122.73792,48.42470,-122.73510,221.32,148.76,,
1085,PRE-INDEX,2004,U,04SJXU4,6/9/2004,44,48.49660,-122.96578,48.50135,-122.96308,0.00,0.00,,
1084,PRE-INDEX,2004,U,04SJXU3,6/9/2004,52,48.67810,-123.11055,48.67232,-123.10495,0.52,0.94,,
1083,PRE-INDEX,2004,U,04SJXU2,6/8/2004,42,48.44103,-122.73833,48.44637,-122.73578,44.14,83.46,,
1082,PRE-INDEX,2004,U,04SJXU1,6/10/2004,48,48.69425,-123.14343,48.68743,-123.14238,3.08,4.99,,
1081,PRE-INDEX,2004,T,04SJXT8,5/27/2004,34,48.69737,-123.10122,48.70345,-123.10248,0.00,0.00,,
1080,PRE-INDEX,2004,T,04SJXT7,6/8/2004,28,48.44008,-122.78473,48.44420,-122.78310,3.14,5.09,,
1079,PRE-INDEX,2004,T,04SJXT6,6/7/2004,36,48.66282,-122.67468,48.66580,-122.68245,14.27,28.39,,
1078,PRE-INDEX,2004,T,04SJXT5,4/19/2004,31,48.44722,-122.69263,48.44233,-122.69295,97.24,211.07,,
1077,PRE-INDEX,2004,T,04SJXT4,4/21/2004,38,48.45387,-122.76273,48.45832,-122.76053,94.58,95.14,,
1076,PRE-INDEX,2004,T,04SJXT3,6/8/2004,26,48.54560,-122.74172,48.55040,-122.74310,0.00,0.00,,
1075,PRE-INDEX,2004,T,04SJXT2,5/10/2004,32,48.47745,-122.98223,48.47125,-122.97952,0.00,0.00,,
1074,PRE-INDEX,2004,T,04SJXT1,4/20/2004,32,48.63272,-122.72037,48.62912,-122.71548,0.00,0.00,,
1073,PRE-INDEX,2004,S,04SJXS8,4/20/2004,18,48.55077,-122.72750,48.54615,-122.72830,0.00,0.00,,
1072,PRE-INDEX,2004,S,04SJXS7,6/8/2004,14,48.47883,-122.67537,48.48198,-122.67563,0.00,0.00,,
1071,PRE-INDEX,2004,S,04SJXS6,6/10/2004,14,48.69790,-123.08847,48.70143,-123.08045,0.00,0.00,,
1070,PRE-INDEX,2004,S,04SJXS5,4/20/2004,18,48.62103,-122.79930,48.61625,-122.80242,0.00,0.00,,
1069,PRE-INDEX,2004,S,04SJXS4,6/8/2004,14,48.62357,-122.86748,48.61713,-122.86085,0.00,0.00,,
1068,PRE-INDEX,2004,S,04SJXS3,4/20/2004,8,48.49613,-122.83135,48.49385,-122.84172,0.00,0.00,,
1067,PRE-INDEX,2004,S,04SJXS2,4/20/2004,16,48.58643,-122.85617,48.57995,-122.85575,0.00,0.00,,
1066,PRE-INDEX,2004,S,04SJXS1,6/7/2004,16,48.61190,-122.69307,48.60867,-122.68398,0.00,0.00,,
1065,PRE-INDEX,2004,V,04JWXV20,5/13/2004,94,48.30840,-124.28363,48.30457,-124.27407,39.88,209.96,,
1064,PRE-INDEX,2004,V,04JWXV19,4/26/2004,76,48.19907,-123.57722,48.19935,-123.56720,207.19,279.22,,
1063,PRE-INDEX,2004,V,04JWXV18,4/26/2004,73,48.19517,-123.69788,48.19132,-123.68850,415.02,214.89,,
1062,PRE-INDEX,2004,V,04JWXV17,4/29/2004,101,48.27710,-124.03595,48.27450,-124.02777,75.78,90.43,,
1061,PRE-INDEX,2004,V,04JWXV16,4/29/2004,95,48.25978,-124.11518,48.25630,-124.10702,50.96,200.89,,
1060,PRE-INDEX,2004,V,04JWXV15,5/11/2004,93,48.25810,-123.92632,48.25848,-123.91557,70.13,78.71,,
1059,PRE-INDEX,2004,V,04JWXV14,5/11/2004,80,48.21693,-123.87793,48.21768,-123.86915,177.09,256.10,,
1058,PRE-INDEX,2004,V,04JWXV13,4/29/2004,86,48.25127,-123.86283,48.25037,-123.85243,73.09,113.24,,
1057,PRE-INDEX,2004,V,04JWXV12,4/28/2004,67,48.22508,-124.02865,48.22043,-124.02167,94.60,246.99,,
1056,PRE-INDEX,2004,V,04JWXV11,5/14/2004,78,48.21402,-123.76013,48.21382,-123.75045,130.05,219.26,,
1055,PRE-INDEX,2004,V,04JWXV10,5/11/2004,76,48.21728,-123.90120,48.21587,-123.89402,333.83,468.71,,
1054,PRE-INDEX,2004,V,04JWXV9,4/30/2004,64,48.18080,-123.43297,48.17888,-123.42248,66.45,171.64,,
1053,PRE-INDEX,2004,V,04JWXV8,5/14/2004,68,48.19537,-123.73540,48.19433,-123.72562,38.28,80.65,,
1052,PRE-INDEX,2004,V,04JWXV7,4/28/2004,90,48.23852,-123.72790,48.23715,-123.71807,98.96,127.98,,
1051,PRE-INDEX,2004,V,04JWXV6,5/11/2004,90,48.26868,-123.85562,48.26840,-123.84700,156.65,225.60,,
1050,PRE-INDEX,2004,V,04JWXV5,5/12/2004,94,48.28503,-124.23267,48.28097,-124.22245,158.40,194.77,,
1049,PRE-INDEX,2004,V,04JWXV4,4/29/2004,88,48.25057,-124.12107,48.25023,-124.11153,102.28,338.96,,
1048,PRE-INDEX,2004,V,04JWXV3,4/26/2004,80,48.22397,-123.47947,48.22603,-123.47123,276.49,445.40,,
1047,PRE-INDEX,2004,V,04JWXV2,5/12/2004,98,48.32277,-124.14878,48.31937,-124.14075,93.95,148.47,,
1046,PRE-INDEX,2004,V,04JWXV1,5/12/2004,112,48.35448,-124.23383,48.34862,-124.22822,137.09,305.87,,
1045,PRE-INDEX,2004,U,04JWXU10,5/13/2004,57,48.22295,-124.00670,48.22055,-124.00128,77.26,199.68,,
1044,PRE-INDEX,2004,U,04JWXU9,4/29/2004,54,48.24202,-124.16183,48.23950,-124.15337,26.86,163.34,,
1043,PRE-INDEX,2004,U,04JWXU8,5/13/2004,46,48.29080,-124.31117,48.28678,-124.30505,103.26,175.65,,
1042,PRE-INDEX,2004,U,04JWXU7,4/28/2004,50,48.19842,-123.82468,48.19537,-123.81703,17.79,56.43,,
1041,PRE-INDEX,2004,U,04JWXU6,4/28/2004,44,48.14845,-123.42980,48.14660,-123.42003,86.95,161.61,,
1040,PRE-INDEX,2004,U,04JWXU5,4/26/2004,52,48.17677,-123.61557,48.17707,-123.62423,59.71,257.12,,
1039,PRE-INDEX,2004,U,04JWXU4,5/12/2004,44,48.30127,-124.33307,48.29763,-124.32880,121.31,99.76,,
1038,PRE-INDEX,2004,U,04JWXU3,4/28/2004,46,48.16097,-123.44275,48.15897,-123.43533,24.58,89.02,,
